course_code,course_name,technological_axis_code,technological_axis_name,occupation_subgroup_code,occupation_subgroup_name,sector_CNAE_context_2025,sector_context_coverage_share_2025,active_bonds_2019,active_bonds_2025,absolute_change_active_bonds,relative_change_active_bonds,municipalities_of_occupation_concentration_2025,municipal_concentration_coverage_share_2025,course_enrollments_2023,course_enrollments_2024,course_enrollments_2025,municipalities_offer_2023,municipalities_offer_2024,municipalities_offer_2025,regional_offer_share_2025,bridge_status,coverage_by_course,coverage_by_enrollment,Nova_Santa_Rita_subgroup_bonds_2019,Nova_Santa_Rita_subgroup_bonds_2025,Nova_Santa_Rita_sector_context_2025,non_additivity,interpretation_limit
8103,Equipamentos de Voo,8000,Militar,51,TRABALHADORES DOS SERVIÇOS,"8111700 Serviços combinados para apoio a edifícios, exceto condomínios prediais: 2759 in 2025 (Δ +1581); 5611201 Restaurantes e similares: 2532 in 2025 (Δ -294); 8411600 Administração pública em geral: 2149 in 2025 (Δ -125)",0.26117176255835994,27342.0,28487.0,1145.0,0.04187696584009948,Novo Hamburgo 9815; São Leopoldo 7013; Sapucaia do Sul 2861,0.691157370028434,0,0,6,,,Dois Irmãos,0.00043026174256005737,mapped,0.8863636363636364,0.9081391179634276,632.0,866.0,"8411600 Administração pública em geral: 147; 4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 111; 5611201 Restaurantes e similares: 81",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
1008,Estética,1000,Ambiente e saúde,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS","8610101 Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências: 1719 in 2025 (Δ +390); 8610102 Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências: 1393 in 2025 (Δ -19); 8411600 Administração pública em geral: 576 in 2025 (Δ -40)",0.6361911333448336,4985.0,5797.0,812.0,0.16288866599799398,Novo Hamburgo 2284; São Leopoldo 1085; Sapucaia do Sul 719,0.7051923408659652,41,74,58,Novo Hamburgo; São Leopoldo,Novo Hamburgo; São Leopoldo,Novo Hamburgo; São Leopoldo,0.004159196844747221,mapped,0.8863636363636364,0.9081391179634276,50.0,41.0,"8411600 Administração pública em geral: 24; 8640207 Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética: 4; 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados: 3",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
5068,Eventos,5000,"Turismo, hospitalidade e lazer",35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,6912500 Cartórios: 343 in 2025 (Δ +75); 8411600 Administração pública em geral: 292 in 2025 (Δ -244); 1531901 Fabricação de calçados de couro: 177 in 2025 (Δ +26),0.11206182721501518,6208.0,7246.0,1038.0,0.16720360824742267,Novo Hamburgo 2258; São Leopoldo 1501; Campo Bom 713,0.6171680927408225,213,226,227,Sapucaia do Sul,Sapucaia do Sul,Sapucaia do Sul,0.016278235926855504,mapped,0.8863636363636364,0.9081391179634276,410.0,315.0,"4639701 Comércio atacadista de produtos alimentícios em geral: 45; 2640000 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo: 41; 4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 31",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
12178,Florestas,12000,Recursos naturais,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS","8610101 Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências: 1719 in 2025 (Δ +390); 8610102 Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências: 1393 in 2025 (Δ -19); 8411600 Administração pública em geral: 576 in 2025 (Δ -40)",0.6361911333448336,4985.0,5797.0,812.0,0.16288866599799398,Novo Hamburgo 2284; São Leopoldo 1085; Sapucaia do Sul 719,0.7051923408659652,70,72,53,São Leopoldo,São Leopoldo,São Leopoldo,0.00380064539261384,mapped,0.8863636363636364,0.9081391179634276,50.0,41.0,"8411600 Administração pública em geral: 24; 8640207 Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética: 4; 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados: 3",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
6074,Informática para Internet,6000,Informação e comunicação,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,586,578,630,Esteio; Novo Hamburgo; São Leopoldo,Esteio; Novo Hamburgo; São Leopoldo,Esteio; Novo Hamburgo; São Leopoldo,0.045177482968806026,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
4056,Logística,4000,Gestão e negócios,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,"4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 325 in 2025 (Δ +129); 4761003 Comércio varejista de artigos de papelaria: 97 in 2025 (Δ +97); 4639701 Comércio atacadista de produtos alimentícios em geral: 55 in 2025 (Δ +32)",0.42513368983957217,823.0,1122.0,299.0,0.36330498177399756,Nova Santa Rita 304; São Leopoldo 231; Novo Hamburgo 166,0.624777183600713,348,322,335,Esteio; Novo Hamburgo; São Leopoldo,Esteio; Novo Hamburgo,Esteio; Novo Hamburgo; São Leopoldo,0.024022947292936535,mapped,0.8863636363636364,0.9081391179634276,143.0,304.0,"4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 127; 4639701 Comércio atacadista de produtos alimentícios em geral: 46; 7820500 Locação de mão-de-obra temporária: 33",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
4056,Logística,4000,Gestão e negócios,39,OUTROS TÉCNICOS DE NÍVEL MÉDIO,"2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 202 in 2025 (Δ -167); 1531901 Fabricação de calçados de couro: 201 in 2025 (Δ +61); 1540800 Fabricação de partes para calçados, de qualquer material: 193 in 2025 (Δ +33)",0.14589963280293758,3258.0,4085.0,827.0,0.25383670963781463,São Leopoldo 1504; Novo Hamburgo 891; Campo Bom 565,0.7246022031823746,348,322,335,Esteio; Novo Hamburgo; São Leopoldo,Esteio; Novo Hamburgo,Esteio; Novo Hamburgo; São Leopoldo,0.024022947292936535,mapped,0.8863636363636364,0.9081391179634276,150.0,108.0,"2640000 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo: 22; 4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 13; 2320600 Fabricação de cimento: 11",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3041,Manutenção Automotiva,3000,Controle e processos industriais,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,87,103,112,Novo Hamburgo,Novo Hamburgo,Novo Hamburgo,0.008031552527787738,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3060,Manutenção de Máquinas Industriais,3000,Controle e processos industriais,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,0,0,14,,,São Leopoldo,0.0010039440659734672,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3060,Manutenção de Máquinas Industriais,3000,Controle e processos industriais,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,"4520001 Serviços de manutenção e reparação mecânica de veículos automotores: 649 in 2025 (Δ +203); 4322302 Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração: 324 in 2025 (Δ +93); 7739099 Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador: 271 in 2025 (Δ +91)",0.2818305391934753,3799.0,4414.0,615.0,0.16188470650171097,São Leopoldo 1068; Novo Hamburgo 897; Esteio 651,0.5926597190756683,0,0,14,,,São Leopoldo,0.0010039440659734672,mapped,0.8863636363636364,0.9081391179634276,198.0,231.0,"3314708 Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas: 65; 4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 30; 4530703 Comércio a varejo de peças e acessórios novos para veículos automotores: 16",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
